Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","107669","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","112652","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","131702","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","157503","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","144614","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","158660","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","176011","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","162308","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","149752","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","164143","A","Official figure"
"RFB","Fertilizers by Product","422","Lebanon","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","27796","I","Imputed value"
"RFB","Fertilizers by Product","422","Lebanon","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","34667","I","Imputed value"
"RFB","Fertilizers by Product","422","Lebanon","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","41159","I","Imputed value"
"RFB","Fertilizers by Product","422","Lebanon","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","40000","E","Estimated value"
"RFB","Fertilizers by Product","422","Lebanon","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","40000","E","Estimated value"
"RFB","Fertilizers by Product","422","Lebanon","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","40000","I","Imputed value"
"RFB","Fertilizers by Product","422","Lebanon","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","40000","I","Imputed value"
"RFB","Fertilizers by Product","426","Lesotho","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","1981","A","Official figure"
"RFB","Fertilizers by Product","426","Lesotho","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","9889","A","Official figure"
"RFB","Fertilizers by Product","440","Lithuania","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","97500","I","Imputed value"
"RFB","Fertilizers by Product","440","Lithuania","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","168550","I","Imputed value"
"RFB","Fertilizers by Product","440","Lithuania","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","158080","I","Imputed value"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","3550","I","Imputed value"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","4254","I","Imputed value"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","20799","I","Imputed value"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","1022.42","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","747.27","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","275","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","23.91","A","Official figure"
"RFB","Fertilizers by Product","450","Madagascar","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","8147","A","Official figure"
"RFB","Fertilizers by Product","450","Madagascar","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","10493","A","Official figure"
"RFB","Fertilizers by Product","450","Madagascar","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","10060","A","Official figure"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","84388","I","Imputed value"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","81855","I","Imputed value"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","39958","I","Imputed value"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","89701","A","Official figure"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","85971","A","Official figure"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","179699","A","Official figure"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","109684.5","A","Official figure"
"RFB","Fertilizers by Product","454","Malawi","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","109684.5","I","Imputed value"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","809","I","Imputed value"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","786","I","Imputed value"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","191.8","I","Imputed value"
"RFB","Fertilizers by Product","470","Malta","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","630","I","Imputed value"
"RFB","Fertilizers by Product","470","Malta","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","433.72","I","Imputed value"
"RFB","Fertilizers by Product","470","Malta","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","427.62","I","Imputed value"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","21","I","Imputed value"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","13","I","Imputed value"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","4762","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","4764","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","6325","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","7222","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","6018","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","5600","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","104287","I","Imputed value"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","174898.17","I","Imputed value"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","106892.81","I","Imputed value"
"RFB","Fertilizers by Product","496","Mongolia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","73","I","Imputed value"
"RFB","Fertilizers by Product","496","Mongolia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","152","I","Imputed value"
"RFB","Fertilizers by Product","496","Mongolia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","68","I","Imputed value"
"RFB","Fertilizers by Product","499","Montenegro","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","2377","A","Official figure"
"RFB","Fertilizers by Product","499","Montenegro","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","3446","I","Imputed value"
"RFB","Fertilizers by Product","499","Montenegro","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","3022","I","Imputed value"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","8465","I","Imputed value"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","4065","A","Official figure"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","56182.3","A","Official figure"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","74434","A","Official figure"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","54048","A","Official figure"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","25552","A","Official figure"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","28508","A","Official figure"
"RFB","Fertilizers by Product","504","Morocco","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","18000","A","Official figure"
"RFB","Fertilizers by Product","508","Mozambique","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","11166","I","Imputed value"
"RFB","Fertilizers by Product","508","Mozambique","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","578","I","Imputed value"
"RFB","Fertilizers by Product","508","Mozambique","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","5216","I","Imputed value"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","23055","I","Imputed value"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","59483","I","Imputed value"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","66739","I","Imputed value"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","528061","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","638112","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","373242","I","Imputed value"
"RFB","Fertilizers by Product","516","Namibia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","13","I","Imputed value"
"RFB","Fertilizers by Product","516","Namibia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1704","I","Imputed value"
"RFB","Fertilizers by Product","516","Namibia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1043","I","Imputed value"
"RFB","Fertilizers by Product","520","Nauru","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","0","A","Official figure"
"RFB","Fertilizers by Product","520","Nauru","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","0","A","Official figure"
"RFB","Fertilizers by Product","520","Nauru","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","0","A","Official figure"
"RFB","Fertilizers by Product","520","Nauru","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","0","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","3788","I","Imputed value"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","48316","A","Official figure"
"RFB","Fertilizers by Product","540","New Caledonia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","873","I","Imputed value"
"RFB","Fertilizers by Product","540","New Caledonia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1282","I","Imputed value"
"RFB","Fertilizers by Product","540","New Caledonia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1196","I","Imputed value"
"RFB","Fertilizers by Product","540","New Caledonia","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","546","A","Official figure"
"RFB","Fertilizers by Product","540","New Caledonia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","571","A","Official figure"
"RFB","Fertilizers by Product","540","New Caledonia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","464","A","Official figure"
"RFB","Fertilizers by Product","540","New Caledonia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","505.83","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","4066","I","Imputed value"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1396.36","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1272.81","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","3965","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","6434","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","7556","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","150","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","82131","A","Official figure"
"RFB","Fertilizers by Product","558","Nicaragua","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","854","A","Official figure"
"RFB","Fertilizers by Product","562","Niger","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","6541","I","Imputed value"
"RFB","Fertilizers by Product","562","Niger","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","4612","I","Imputed value"
"RFB","Fertilizers by Product","562","Niger","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","12511.25","I","Imputed value"
"RFB","Fertilizers by Product","562","Niger","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","8419.3","A","Official figure"
"RFB","Fertilizers by Product","562","Niger","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","15753","A","Official figure"
"RFB","Fertilizers by Product","562","Niger","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","11026","A","Official figure"
"RFB","Fertilizers by Product","562","Niger","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","6748","A","Official figure"
"RFB","Fertilizers by Product","566","Nigeria","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","208758","A","Official figure"
"RFB","Fertilizers by Product","566","Nigeria","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","436193","I","Imputed value"
"RFB","Fertilizers by Product","566","Nigeria","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","178320","I","Imputed value"
"RFB","Fertilizers by Product","807","North Macedonia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","18745","I","Imputed value"
"RFB","Fertilizers by Product","807","North Macedonia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","24925","I","Imputed value"
"RFB","Fertilizers by Product","807","North Macedonia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","24381","I","Imputed value"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","331934","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","320014","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","357534","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","337804","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","340885","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","355052","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","361436","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","354650","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","346033","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","348499","A","Official figure"
"RFB","Fertilizers by Product","578","Norway","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","351539","A","Official figure"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","3133","I","Imputed value"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","3910","I","Imputed value"
"RFB","Fertilizers by Product","512","Oman","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","5665","I","Imputed value"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","47623","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","73188","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","74643","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","44735","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","56577","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","68630","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","70954","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","66013","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","60443","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","68317","A","Official figure"
"RFB","Fertilizers by Product","586","Pakistan","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","71828","A","Official figure"
"RFB","Fertilizers by Product","591","Panama","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","18199","I","Imputed value"
"RFB","Fertilizers by Product","591","Panama","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","30722","I","Imputed value"
"RFB","Fertilizers by Product","591","Panama","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","18871.33","I","Imputed value"
"RFB","Fertilizers by Product","598","Papua New Guinea","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","2503","I","Imputed value"
"RFB","Fertilizers by Product","598","Papua New Guinea","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","7361","I","Imputed value"
"RFB","Fertilizers by Product","598","Papua New Guinea","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","5688","I","Imputed value"
"RFB","Fertilizers by Product","600","Paraguay","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","280672","I","Imputed value"
"RFB","Fertilizers by Product","600","Paraguay","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","425425","I","Imputed value"
"RFB","Fertilizers by Product","600","Paraguay","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","485812","I","Imputed value"
"RFB","Fertilizers by Product","604","Peru","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","5915.16","I","Imputed value"
"RFB","Fertilizers by Product","604","Peru","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","2767.08","I","Imputed value"
"RFB","Fertilizers by Product","604","Peru","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","14872","I","Imputed value"
"RFB","Fertilizers by Product","608","Philippines","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","160277","I","Imputed value"
"RFB","Fertilizers by Product","608","Philippines","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","68776","I","Imputed value"
"RFB","Fertilizers by Product","608","Philippines","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","311105","I","Imputed value"
"RFB","Fertilizers by Product","608","Philippines","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","605719","A","Official figure"
"RFB","Fertilizers by Product","608","Philippines","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","230385","A","Official figure"
"RFB","Fertilizers by Product","608","Philippines","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","237503","A","Official figure"
"RFB","Fertilizers by Product","616","Poland","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","108158","I","Imputed value"
"RFB","Fertilizers by Product","620","Portugal","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","21960","I","Imputed value"
"RFB","Fertilizers by Product","620","Portugal","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","2140.28","I","Imputed value"
"RFB","Fertilizers by Product","620","Portugal","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","2627.67","I","Imputed value"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","926375","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","911520","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","894010","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","961355","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","937343","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","929133","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","905122","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","925254","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","921177","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","940495","A","Official figure"
"RFB","Fertilizers by Product","410","Republic of Korea","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","937611.11","A","Official figure"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","9646","I","Imputed value"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","16495","I","Imputed value"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","21853","I","Imputed value"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","17511","A","Official figure"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","30013","A","Official figure"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","31727","A","Official figure"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","62722","A","Official figure"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","64020","A","Official figure"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","81255","A","Official figure"
"RFB","Fertilizers by Product","498","Republic of Moldova","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","58174","A","Official figure"
"RFB","Fertilizers by Product","642","Romania","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1596","I","Imputed value"
"RFB","Fertilizers by Product","642","Romania","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1663","I","Imputed value"
"RFB","Fertilizers by Product","642","Romania","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","452","I","Imputed value"
"RFB","Fertilizers by Product","646","Rwanda","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","3028","I","Imputed value"
"RFB","Fertilizers by Product","646","Rwanda","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","5","I","Imputed value"
"RFB","Fertilizers by Product","659","Saint Kitts and Nevis","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","180","A","Official figure"
"RFB","Fertilizers by Product","659","Saint Kitts and Nevis","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","200","A","Official figure"
"RFB","Fertilizers by Product","659","Saint Kitts and Nevis","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","200","A","Official figure"
"RFB","Fertilizers by Product","659","Saint Kitts and Nevis","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","33.6","A","Official figure"
"RFB","Fertilizers by Product","662","Saint Lucia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","575","I","Imputed value"
"RFB","Fertilizers by Product","662","Saint Lucia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","350","I","Imputed value"
"RFB","Fertilizers by Product","662","Saint Lucia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","293","I","Imputed value"
"RFB","Fertilizers by Product","882","Samoa","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","75","I","Imputed value"
"RFB","Fertilizers by Product","882","Samoa","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","31.52","I","Imputed value"
"RFB","Fertilizers by Product","882","Samoa","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","28.7","I","Imputed value"
"RFB","Fertilizers by Product","882","Samoa","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","146.88","A","Official figure"
"RFB","Fertilizers by Product","882","Samoa","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","34.86","A","Official figure"
"RFB","Fertilizers by Product","882","Samoa","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","59.05","A","Official figure"
"RFB","Fertilizers by Product","882","Samoa","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","67.44","A","Official figure"
"RFB","Fertilizers by Product","682","Saudi Arabia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","4000","I","Imputed value"
"RFB","Fertilizers by Product","682","Saudi Arabia","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","5000","E","Estimated value"
"RFB","Fertilizers by Product","682","Saudi Arabia","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","5000","E","Estimated value"
"RFB","Fertilizers by Product","682","Saudi Arabia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","5000","E","Estimated value"
"RFB","Fertilizers by Product","682","Saudi Arabia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","5000","I","Imputed value"
"RFB","Fertilizers by Product","682","Saudi Arabia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","5000","I","Imputed value"
